'ID,Serial No,Equipment Type,Location,Employee No.,Impact Date,Impact Time,Impact Timezone,AP,Type,X-Axis Threshold,X-Axis Captured,Y-Axis Threshold,Y-Axis Captured,Impulse Threshold,Impulse Captured,Locked,Lock Cleared Date,Lock Cleared Time,Lock Cleared Timezone,Acknowledged Date,Acknowledged Time,Acknowledged Timezone,Comments
160329 C. CICLICO Q2,9A189783,WAVE,Queretaro Plt 2,3894,9/24/2020,3:16:10 PM,CDT,00A6CA86D17B,High,10,10,10,1,,,Locked,9/24/2020,3:18:09 PM,CDT,,,,
100921 Q3,9A170867,IC,Queretaro Plt 3,3924,9/10/2020,8:23:58 AM,CDT,70E422A4B9BB,High,5,3,5,9,18,41,Locked,9/10/2020,8:25:38 AM,CDT,,,,
100921 Q3,9A170867,IC,Queretaro Plt 3,3924,9/21/2020,5:41:48 PM,CDT,70E422A4C27B,High,5,4,5,5,18,72,Locked,9/21/2020,5:46:58 PM,CDT,,,,
9A211104,9A211104,FC,Suzhou,1062,9/1/2020,10:43:32 AM,CST,Out of Range,Low,7,6,7,8,10,0,,,,,8/31/2020,10:58:17 PM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1062,9/1/2020,1:54:41 PM,CST,500F806BF011,Low,7,7,7,7,10,35,,,,,9/1/2020,1:54:59 AM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1062,9/1/2020,3:58:37 PM,CST,Out of Range,Low,7,7,7,7,10,0,,,,,9/1/2020,4:05:41 AM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1062,9/2/2020,4:53:56 PM,CST,500F806BF011,Low,7,7,7,5,10,2,,,,,9/2/2020,4:54:06 AM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1062,9/15/2020,9:42:34 AM,CST,500F806BF011,Low,7,8,7,11,10,41,,,,,9/14/2020,9:42:37 PM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1062,9/15/2020,9:48:25 AM,CST,500F806BF011,Low,7,5,7,7,10,43,,,,,9/14/2020,9:48:27 PM,EDT,Auto Acknowledged by System
9A211104,9A211104,FC,Suzhou,1397,9/1/2020,10:05:48 PM,CST,500F808D6881,Low,7,7,7,6,10,5,,,,,9/1/2020,10:05:58 AM,EDT,Auto Acknowledged by System
FC02,9A170871,FC,Suzhou,1339,9/4/2020,3:21:40 PM,CST,Out of Range,High,3,1,3,3,15,49,,,,,,,,
FC02,9A170871,FC,Suzhou,1397,9/10/2020,7:06:57 PM,CST,00EABD4759C1,Low,2,1,2,2,15,61,,,,,,,,
RR02,1A301858,RR,Suzhou,1258,9/27/2020,4:32:34 PM,CST,500F808D6881,Low,2,2,2,0,,,,,,,9/27/2020,4:32:31 AM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/7/2020,2:17:00 PM,CST,00EABD4759C1,Low,2,2,2,2,,,,,,,9/7/2020,2:16:59 AM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/7/2020,4:55:53 PM,CST,00EABD4759C1,Low,2,1,2,2,,,,,,,9/7/2020,4:55:52 AM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/11/2020,9:45:38 AM,CST,00EABD4759C1,Low,2,1,2,2,,,,,,,9/10/2020,9:45:37 PM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/15/2020,1:39:31 PM,CST,00EABD4759C1,Low,2,1,2,2,,,,,,,9/15/2020,1:39:54 AM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/15/2020,2:11:21 PM,CST,00FCBA9B6881,Low,2,1,2,2,,,,,,,9/15/2020,2:11:30 AM,EDT,Auto Acknowledged by System
RR02,1A301858,RR,Suzhou,1452,9/21/2020,2:00:17 PM,CST,00EABD4759C1,Low,2,0,2,2,,,,,,,9/21/2020,2:00:22 AM,EDT,Auto Acknowledged by System
SC02,9A171834,SC,Suzhou,1504,9/25/2020,2:57:59 PM,CST,500F808D6881,High,3,57,3,35,15,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,6:12:00 AM,EDT,*P4 4E20,High,35,42,35,31,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,6:12:08 AM,EDT,*P4 4E20,High,35,11,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,6:41:05 AM,EDT,*P4 4E20,High,35,42,35,24,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,6:56:42 AM,EDT,*P4 4E20,Low,2,3,2,4,12,0,,,,,9/1/2020,6:56:40 AM,EDT,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,6:56:43 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,7:14:37 AM,EDT,*P4 4E20,High,35,42,35,27,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,7:36:29 AM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,8:01:53 AM,EDT,*P4 4E20,High,35,42,35,29,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,10:18:13 AM,EDT,*P4 4E20,High,35,43,35,32,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,10:18:16 AM,EDT,*P4 4E20,High,35,11,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,2:53:16 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/1/2020,2:53:20 PM,EDT,*P4 4E20,High,35,9,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,6:11:09 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,6:52:03 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,7:17:00 AM,EDT,*P4 4E20,High,35,39,35,22,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,7:35:55 AM,EDT,*P4 4E20,High,35,40,35,19,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,7:56:17 AM,EDT,*P4 4E20,High,35,40,35,15,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,9:42:40 AM,EDT,*P4 4E20,High,35,40,35,12,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,12:16:01 PM,EDT,*P4 4E20,High,35,42,35,33,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,12:34:37 PM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,2:11:06 PM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,2:27:36 PM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,2:27:48 PM,EDT,*P4 4E20,Low,2,6,2,10,12,0,,,,,9/2/2020,2:27:50 PM,EDT,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,4:49:42 PM,EDT,*P4 4E20,High,35,42,35,23,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,4:49:45 PM,EDT,*P4 4E20,High,35,7,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,7:25:13 PM,EDT,*P4 4E20,High,35,40,35,15,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/2/2020,7:49:30 PM,EDT,Out of Range,High,35,41,35,12,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,6:10:35 AM,EDT,*P4 4E20,High,35,42,35,33,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,6:49:25 AM,EDT,*P4 4E20,High,35,38,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,6:49:28 AM,EDT,*P4 4E20,High,35,15,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,9:16:15 AM,EDT,*P4 4E20,High,35,40,35,26,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,9:16:16 AM,EDT,*P4 4E20,High,35,39,35,17,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,9:55:46 AM,EDT,*P4 4E20,High,35,41,35,29,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,10:12:12 AM,EDT,*P4 4E20,High,35,38,35,16,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,10:40:04 AM,EDT,*P4 4E20,Low,2,4,2,14,12,0,,,,,9/3/2020,10:40:05 AM,EDT,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,1:05:43 PM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,1:30:22 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,1:50:35 PM,EDT,*P4 4E20,High,35,42,35,26,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,2:42:46 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/3/2020,2:42:54 PM,EDT,*P4 4E20,High,35,24,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/4/2020,6:28:09 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/4/2020,8:05:24 PM,EDT,*P4 4E20,High,35,40,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,12:33:06 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,1:11:10 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,1:27:16 PM,EDT,*P4 4E20,High,35,42,35,28,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,5:05:39 PM,EDT,*P4 4E20,High,35,40,35,16,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,5:05:42 PM,EDT,*P4 4E20,High,35,10,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/8/2020,6:34:08 PM,EDT,*P4 4E20,High,35,35,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/9/2020,5:32:28 PM,EDT,Out of Range,High,35,41,35,31,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/9/2020,7:06:12 PM,EDT,*P4 4E20,High,35,41,35,10,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,6:09:07 AM,EDT,*P4 4E20,High,35,42,35,17,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,6:10:22 AM,EDT,*P4 4E20,High,35,40,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,6:27:33 AM,EDT,*P4 4E20,High,35,41,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,6:46:59 AM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,10:09:40 AM,EDT,*P4 4E20,High,35,43,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,10:09:43 AM,EDT,*P4 4E20,High,35,6,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,10:30:02 AM,EDT,*P4 4E20,High,35,42,35,32,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,10:47:40 AM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,12:19:18 PM,EDT,*P4 4E20,High,35,42,35,22,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,12:59:09 PM,EDT,*P4 H12,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,12:59:13 PM,EDT,*P4 H12,High,35,19,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:19:41 PM,EDT,*P4 4E20,High,35,43,35,16,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:19:45 PM,EDT,*P4 4E20,High,35,39,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:36:11 PM,EDT,*P4 BR,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:36:23 PM,EDT,*P4 BR,Low,2,12,2,32,12,0,,,,,9/10/2020,1:36:22 PM,EDT,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:36:28 PM,EDT,*P4 BR,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,1:36:44 PM,EDT,*P4 BR,Low,2,1,2,3,12,0,,,,,9/10/2020,1:36:43 PM,EDT,Auto Acknowledged by System
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,2:00:27 PM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,2:27:58 PM,EDT,*P4 4E20,High,35,40,35,32,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/10/2020,6:44:24 PM,EDT,*P4 4E20,High,35,41,35,12,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,6:55:19 AM,EDT,*P4 4E20,High,35,38,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,9:54:58 AM,EDT,*P4 H12,High,35,40,35,19,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:10:00 AM,EDT,*P4 H12,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:37:06 AM,EDT,*P4 H12,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:37:09 AM,EDT,*P4 H12,High,35,8,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:37:10 AM,EDT,*P4 H12,High,35,20,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:37:15 AM,EDT,*P4 H12,High,35,11,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:51:20 AM,EDT,*P4 H12,High,35,43,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:51:24 AM,EDT,*P4 H12,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:51:30 AM,EDT,*P4 H12,High,35,37,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,10:51:34 AM,EDT,*P4 H12,High,35,14,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,11:07:29 AM,EDT,*P4 H12,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/11/2020,11:07:34 AM,EDT,*P4 H12,High,35,12,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,7:36:36 AM,EDT,*P4 4E20,High,35,39,35,10,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,7:58:37 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,7:58:41 AM,EDT,*P4 4E20,High,35,14,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,8:22:39 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,8:40:32 AM,EDT,*P4 4E20,High,35,41,35,17,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,9:09:57 AM,EDT,*P4 4E20,High,35,41,35,25,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,9:43:27 AM,EDT,*P4 4E20,High,35,41,35,18,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,9:43:31 AM,EDT,*P4 4E20,High,35,43,35,25,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,9:43:34 AM,EDT,*P4 4E20,High,35,20,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:02:46 AM,EDT,*P4 4E20,High,35,37,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:02:50 AM,EDT,*P4 4E20,High,35,39,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:02:54 AM,EDT,*P4 4E20,High,35,41,35,19,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:03:04 AM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:31:19 AM,EDT,*P4 4E20,High,35,40,35,16,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,10:31:28 AM,EDT,*P4 4E20,High,35,20,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,12:35:46 PM,EDT,*P4 4E20,High,35,40,35,32,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,12:35:51 PM,EDT,*P4 4E20,High,35,15,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,12:54:33 PM,EDT,*P4 4E20,High,35,41,35,33,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,12:54:37 PM,EDT,*P4 4E20,High,35,24,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,1:45:51 PM,EDT,*P4 4E20,High,35,41,35,12,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,2:39:41 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/14/2020,5:56:54 PM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,9:08:00 AM,EDT,*P4 4E20,High,35,40,35,14,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,12:56:58 PM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,1:22:46 PM,EDT,*P4 4E20,High,35,18,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,1:40:37 PM,EDT,*P4 4E20,High,35,43,35,28,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,5:01:59 PM,EDT,*P4 4E20,High,35,43,35,10,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/15/2020,10:09:06 PM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:09:22 AM,EDT,*P4 4E20,High,35,41,35,9,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:09:30 AM,EDT,*P4 4E20,High,35,9,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:09:34 AM,EDT,*P4 4E20,High,35,21,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:29:07 AM,EDT,*P4 4E20,High,35,42,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:29:17 AM,EDT,*P4 4E20,High,35,11,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:44:47 AM,EDT,*P4 4E20,High,35,42,35,23,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:44:50 AM,EDT,*P4 4E20,High,35,41,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:44:53 AM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:45:05 AM,EDT,*P4 4E20,High,35,7,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:45:10 AM,EDT,*P4 4E20,High,35,19,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,6:45:12 AM,EDT,*P4 4E20,High,35,34,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,8:33:10 AM,EDT,*P4 4E20,High,35,42,35,15,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,9:51:45 AM,EDT,*P4 BR,High,35,41,35,28,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,10:18:19 AM,EDT,Out of Range,High,35,42,35,13,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,10:34:57 AM,EDT,*P4 4E20,High,35,41,35,24,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,11:06:44 AM,EDT,*P4 4E20,High,35,42,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,2:09:57 PM,EDT,*P4 4E20,High,35,41,35,15,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,2:31:31 PM,EDT,*P4 4E20,High,35,40,35,21,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,3:23:20 PM,EDT,*P4 4E20,High,35,39,35,19,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,3:23:23 PM,EDT,*P4 4E20,High,35,7,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,4:20:24 PM,EDT,Out of Range,High,35,41,35,20,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,8:09:39 PM,EDT,Out of Range,High,35,35,35,12,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/16/2020,10:09:46 PM,EDT,*P4 4E20,High,35,43,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/17/2020,7:17:52 AM,EDT,*P4 4E20,High,35,42,35,34,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/17/2020,7:56:42 AM,EDT,Out of Range,High,35,41,35,22,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/17/2020,8:22:53 AM,EDT,*P4 4E20,High,35,41,35,35,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/18/2020,7:30:36 AM,EDT,*P4 I32,High,35,41,35,9,12,0,,,,,,,,
SPTestLine,SPTestLIne,SP,Test Line-Plant 4,SPtestline,9/18/2020,7:30:39 AM,EDT,*P4 I32,High,35,14,35,35,12,0,,,,,,,,
